# time cosTheta cosPsi phi tag mistag
0.878225 0.711135 -0.750354 -2.92858 1 0
0.948583 0.0611877 0.0700535 0.336176 1 0
1.10307 -0.855964 -0.485714 0.838322 -1 0
0.392335 -0.792408 -0.919368 0.351407 -1 0
0.11533 -0.559281 -0.00932093 0.410728 1 0
4.53561 -0.969767 -0.605745 -0.131788 -1 0
2.15351 -0.346881 0.40846 1.81332 -1 0
0.89531 0.916426 0.925978 1.26951 1 0
0.784651 0.3642 0.901458 -2.04222 -1 0
0.66767 0.912223 -0.780407 1.28171 -1 0
0.00705304 -0.553373 -0.322766 2.9645 1 0
2.18671 -0.692746 0.612214 -2.24246 -1 0
0.683948 0.849482 -0.212001 -0.854562 -1 0
0.894772 0.973577 0.745691 0.926473 1 0
2.53214 -0.814995 0.652083 -0.628582 -1 0
1.2019 0.857406 0.892505 1.91247 -1 0
0.0233802 -0.438798 -0.890944 0.976966 1 0
1.1471 0.82765 0.941868 0.521515 1 0
1.02753 -0.822204 0.530089 0.670695 -1 0
0.102627 0.545888 -0.881773 1.72985 -1 0
6.40987 -0.25611 0.463291 -2.64202 -1 0
1.18838 -0.00835611 -0.079838 -2.98036 -1 0
2.64313 0.0294587 0.671374 -1.60454 1 0
1.96093 0.717968 -0.954835 0.138314 -1 0
0.0753145 0.536953 -0.389942 -0.214956 1 0
1.50655 0.789828 0.558581 3.03656 1 0
0.106307 0.883583 -0.895741 2.13191 -1 0
0.730677 0.897691 0.809427 2.24175 1 0
1.01503 0.837979 -0.848032 1.10404 -1 0
0.0285994 0.175361 -0.184253 0.896561 1 0
2.01447 0.842396 0.998315 -2.16455 -1 0
0.478024 -0.225854 -0.203311 -0.92303 -1 0
0.522502 0.0605453 -0.852508 1.06514 -1 0
0.228165 0.00810321 -0.573297 -2.2431 -1 0
1.09973 0.327891 -0.832365 -2.69045 -1 0
0.303742 -0.0673567 -0.193854 -0.0284789 -1 0
1.24771 0.5308 -0.302714 2.73428 1 0
0.890068 0.129218 0.710417 2.5905 1 0
2.58224 0.698605 0.0913393 -1.06293 1 0
0.0315075 -0.921305 -0.176912 -0.1048 1 0
0.664106 -0.699283 0.184743 0.0560792 -1 0
0.436691 -0.103887 0.912373 2.74598 -1 0
0.408796 0.722605 0.787052 -2.65651 1 0
1.81491 -0.639902 -0.639475 1.30074 1 0
0.953286 -0.420984 -0.975739 -2.62273 1 0
0.0954906 -0.810574 0.74287 -0.489276 1 0
0.0136266 0.794651 -0.146641 -1.98873 1 0
1.05879 -0.92409 -0.576907 1.96983 -1 0
0.564932 0.769702 0.788152 -2.22293 -1 0
0.759941 -0.633433 0.8593 -1.7205 1 0
1.53385 0.113884 -0.431586 -1.72821 1 0
2.11274 -0.457512 -0.0511141 -0.308854 1 0
1.23758 0.300036 0.440023 2.60333 1 0
0.681677 -0.184254 -0.0807228 0.0713479 -1 0
0.202643 0.660797 -0.607754 1.94171 1 0
0.934797 0.951451 0.24464 -0.0392928 1 0
1.04896 -0.19438 0.698868 3.08861 1 0
0.813779 0.746104 -0.937218 2.56382 -1 0
3.06285 -0.759721 -0.750552 -0.204917 -1 0
0.169619 -0.939377 0.929477 -1.21942 -1 0
0.746212 0.629152 -0.618577 1.17654 1 0
0.872815 0.512676 -0.0967769 0.0896154 1 0
2.15561 -0.447056 -0.435998 0.302091 -1 0
1.83878 -0.178389 0.957766 1.438 -1 0
8.67258 -0.853927 0.525712 1.52635 -1 0
1.82101 -0.563447 -0.85317 0.365329 1 0
0.559419 0.654493 0.271373 1.06035 1 0
0.36088 0.896323 0.28147 0.805005 -1 0
0.685419 -0.0846576 -0.26738 -2.85449 -1 0
3.75516 0.211269 0.502876 2.71656 1 0
0.487863 0.724593 0.869643 -1.45815 -1 0
1.90936 -0.295186 0.495321 -2.45479 1 0
0.87361 0.630808 -0.540891 3.06227 -1 0
5.76446 -0.854289 0.705522 1.27363 -1 0
2.56547 0.652109 -0.137098 0.998456 -1 0
3.28327 0.0157894 0.365008 0.331469 -1 0
2.45074 -0.515051 -0.887535 2.41129 1 0
2.95848 0.0201231 0.618983 1.6232 1 0
0.807339 0.722352 0.940037 0.897491 -1 0
0.12886 0.100524 -0.932664 -0.768618 1 0
0.748079 0.533312 0.820804 -2.19035 -1 0
0.253104 -0.88082 -0.670545 -2.70359 -1 0
2.43281 -0.868954 -0.985255 0.228861 -1 0
0.546021 0.848436 -0.628595 -3.01351 1 0
0.309157 -0.695719 0.85883 0.227669 -1 0
0.595694 -0.976867 -0.785215 -0.270528 -1 0
2.20087 -0.547596 0.196766 -3.01827 -1 0
0.218958 -0.942498 0.910539 1.2205 1 0
2.90984 -0.312512 -0.344436 -0.947636 -1 0
2.87371 0.731839 -0.52506 0.150194 1 0
0.912735 0.0283979 -0.888434 -1.93899 -1 0
3.58175 -0.962278 -0.642653 1.98827 1 0
0.0700942 -0.663203 -0.877466 0.909333 1 0
2.50182 0.464543 -0.830505 0.977226 -1 0
0.251774 0.0859589 -0.568406 2.70791 1 0
0.380514 0.600617 0.859272 1.80461 1 0
1.44074 -0.0197437 0.887727 -0.689035 1 0
1.35635 -0.687733 -0.366518 2.88182 1 0
1.07649 0.548234 0.650045 -2.37428 -1 0
0.32884 -0.686518 -0.983621 0.892877 -1 0
2.97891 -0.060066 -0.763951 0.799238 -1 0
1.77033 -0.221363 -0.727641 0.650833 1 0
7.31163 -0.682009 -0.959171 -0.710407 1 0
0.92766 -0.628874 0.045012 1.11245 -1 0
0.00830339 -0.13708 -0.750025 -1.16318 1 0
0.173263 -0.264374 0.939972 -0.357999 -1 0
0.163378 0.984541 -0.236697 -2.36968 1 0
2.94248 -0.0636236 0.491997 2.61174 1 0
1.49115 -0.768497 -0.579978 -2.86822 -1 0
1.0918 0.998462 -0.617898 -2.69938 -1 0
0.149269 0.602409 -0.896742 2.95858 1 0
2.09495 -0.85127 0.956372 -0.584901 -1 0
2.47584 0.504121 0.430559 0.438262 1 0
0.70224 0.148502 0.284848 1.93186 -1 0
3.93695 0.864665 -0.749725 2.91866 -1 0
0.415401 -0.643959 0.264871 1.18621 1 0
1.89481 -0.186168 -0.498427 2.68649 1 0
2.64039 0.598175 0.299672 -0.785518 1 0
0.914605 -0.468747 -0.121051 1.32103 1 0
1.05984 -0.532714 -0.928332 2.67838 1 0
1.79179 0.944924 -0.360977 -1.89732 -1 0
0.118683 0.197513 -0.805182 -1.92004 1 0
0.933596 -0.772469 0.742395 0.711728 1 0
3.94954 -0.130024 -0.818596 1.47276 -1 0
0.950205 0.847414 -0.694969 1.5622 1 0
0.345982 0.0679665 0.969564 2.10715 -1 0
1.41093 0.802728 0.687624 2.17711 1 0
0.515326 0.928961 -0.714437 -2.32649 -1 0
3.34319 0.400664 0.981493 -2.38884 -1 0
0.44293 -0.361881 -0.835564 1.37215 -1 0
0.220528 0.393802 -0.571161 1.60971 -1 0
1.51588 0.922451 0.813462 -2.08564 -1 0
3.67127 -0.719716 -0.479555 1.67711 1 0
2.18438 -0.460819 0.0612534 0.0400326 1 0
4.05105 0.357042 -0.352186 1.06281 1 0
1.68686 0.130922 0.291173 -0.7657 1 0
1.83837 -0.310052 0.370677 0.844809 1 0
0.565659 0.482462 -0.538187 1.14289 -1 0
0.121924 -0.289605 0.868196 -1.54621 1 0
3.49514 0.91592 0.701944 -1.32544 -1 0
1.85678 0.948487 -0.269214 -2.06495 1 0
0.303103 0.428897 0.467125 -0.88855 1 0
0.8902 -0.461467 0.0504992 2.55805 -1 0
1.72658 0.400455 0.552829 1.9571 -1 0
2.87809 0.485889 0.967322 2.54527 -1 0
0.133832 -0.740182 -0.924495 0.690982 -1 0
4.58493 -0.0708858 -0.716976 -2.34293 -1 0
0.129123 0.642738 0.497395 2.70187 -1 0
1.27576 0.797022 -0.945368 1.64966 1 0
3.12913 0.424683 0.659231 -0.841317 -1 0
3.16258 0.967697 0.79619 -1.77091 1 0
0.841954 -0.339314 -0.0855266 -3.05441 1 0
2.00785 -0.809478 0.538636 0.730829 1 0
2.91345 -0.410366 -0.289262 0.00271278 1 0
2.58812 0.868552 -0.14603 2.80546 -1 0
0.4613 0.672467 0.781474 -2.38681 1 0
4.87865 0.365649 -0.52438 1.32315 -1 0
1.93725 -0.258497 0.480544 -1.17895 -1 0
1.65702 0.473878 0.854829 2.45607 1 0
1.85104 0.811742 0.601186 -2.68051 -1 0
1.06043 0.0691624 0.445713 -2.10023 -1 0
2.28903 0.18711 -0.483206 0.82857 -1 0
1.56574 -0.838282 0.00384609 -2.98987 -1 0
1.10352 0.0858329 -0.603653 0.0756189 -1 0
1.38435 -0.629279 -0.415425 -3.13852 -1 0
1.63796 -0.781674 0.942279 -2.47767 1 0
0.45222 -0.0601177 0.834503 -0.825194 1 0
1.1169 0.973223 -0.341151 -2.21146 1 0
0.691375 -0.102677 -0.903274 2.43129 1 0
2.00378 0.981752 -0.271535 2.06482 1 0
1.05283 0.702977 0.734737 -2.71115 -1 0
0.28944 -0.887021 0.94087 0.756191 -1 0
0.804035 0.790709 -0.896181 -1.14714 -1 0
0.948705 -0.268004 0.606539 1.48911 -1 0
0.159446 -0.0371348 -0.869623 -0.993109 1 0
3.19399 -0.679282 0.892197 -1.35572 -1 0
3.39881 -0.767929 0.99787 1.84479 -1 0
0.166051 0.149946 0.0207388 -0.472072 1 0
1.49195 0.249846 0.672402 -1.16852 1 0
0.0943788 -0.459578 -0.482372 0.353529 -1 0
0.540917 -0.863376 0.965097 2.80622 1 0
2.11685 -0.275421 0.548668 -0.809037 1 0
2.24396 -0.22621 0.0433545 0.81533 1 0
0.228995 0.402439 -0.390347 1.01809 1 0
1.19061 -0.939427 -0.925893 -1.81365 1 0
0.391093 -0.969238 -0.532274 1.19331 -1 0
0.517633 -0.13056 -0.178281 1.15719 1 0
2.48757 0.471309 -0.827324 -0.181425 -1 0
7.42441 0.751427 -0.832052 -0.325951 1 0
2.70356 -0.870808 0.28284 1.05948 -1 0
5.98315 -0.993215 0.659844 -1.73923 -1 0
0.53889 -0.351429 0.377262 0.0760247 -1 0
0.654518 -0.159653 -0.697705 -1.96671 -1 0
1.18937 0.906927 -0.887512 -0.744477 -1 0
0.853528 0.818924 -0.738237 0.441325 -1 0
6.30636 -0.451288 0.80232 -1.37319 -1 0
1.03817 -0.428236 -0.521671 -2.78614 -1 0
0.496023 0.286077 -0.883347 0.532599 -1 0
3.17315 -0.017614 -0.680112 -0.862579 1 0
5.43101 0.759887 -0.443365 0.977561 -1 0
4.03187 0.450289 0.030596 -0.671862 1 0
0.572878 0.473466 0.882588 2.29198 1 0
2.13863 -0.519216 -0.830714 1.53983 1 0
4.4322 -0.879079 -0.315096 0.104426 -1 0
0.618919 0.197501 0.42721 -0.888079 -1 0
0.367405 0.21552 -0.292602 -2.39503 1 0
0.742669 0.480565 -0.945357 -1.02486 1 0
0.0646687 0.186456 0.402553 2.78887 1 0
0.304824 -0.694729 0.388514 -1.54377 1 0
1.00659 -0.985839 -0.845838 -1.01002 -1 0
0.743991 -0.599621 0.483208 -1.30558 -1 0
0.217417 -0.874786 0.327462 -2.60831 1 0
0.186189 -0.838623 -0.569763 2.81084 -1 0
1.90044 -0.041362 0.998043 -2.44062 1 0
1.11905 0.090753 -0.746825 2.75842 1 0
3.0232 0.272738 0.00154138 1.91538 1 0
0.0878137 -0.158729 -0.515939 3.08453 -1 0
0.347501 0.34601 0.716912 1.52662 1 0
2.66692 -0.989364 -0.725837 1.28455 1 0
1.48405 0.764271 -0.992454 1.44172 1 0
0.193864 -0.740347 0.0503961 -1.05225 -1 0
3.23543 -0.616982 -0.0261228 -1.71621 -1 0
3.84673 -0.518955 0.180804 -0.126978 1 0
0.776604 0.820399 0.889689 -0.0975246 1 0
0.354994 -0.0452814 -0.847706 0.249442 -1 0
1.5016 -0.842661 -0.59214 0.446848 -1 0
1.93757 -0.35517 0.83837 2.70238 1 0
0.257138 0.607997 -0.507784 0.720587 1 0
0.471385 0.0110757 0.851685 -1.12848 -1 0
0.597959 0.407129 -0.463058 0.929937 1 0
0.113499 0.583393 -0.71372 2.84753 -1 0
5.17074 -0.576723 -0.849208 -1.08542 1 0
0.922915 -0.544398 0.787271 0.257245 -1 0
0.547384 0.97181 0.701913 -1.34996 -1 0
3.06718 0.16354 0.0639894 1.35082 -1 0
0.123197 -0.572252 0.567345 -0.617724 -1 0
0.942346 -0.720835 -0.560549 2.01983 -1 0
0.394057 0.131352 -0.176725 -0.207753 1 0
0.0219537 -0.577764 0.56239 -1.05342 1 0
0.792673 0.588522 -0.421706 2.08087 -1 0
2.7359 0.732458 -0.276309 -2.92283 1 0
2.34951 0.679449 -0.842509 0.606846 -1 0
4.56159 0.238263 -0.0888798 0.167161 -1 0
0.329095 -0.94665 -0.861434 -1.44611 1 0
0.573783 -0.969068 -0.247302 -2.06035 1 0
0.174551 -0.829899 0.309033 0.868988 -1 0
0.759416 -0.963887 0.815316 -1.27912 1 0
0.0568813 -0.319228 0.84327 -1.259 -1 0
0.00323486 0.336371 0.155567 2.31969 1 0
0.0113343 -0.99452 -0.973104 -2.51221 1 0
0.0945768 0.0403129 0.26892 1.54558 1 0
2.14124 -0.313114 0.834513 -1.70156 -1 0
0.502963 0.372862 -0.012047 2.18368 1 0
0.608211 -0.69679 -0.299214 -1.30861 -1 0
1.88284 0.262101 0.585636 1.62558 -1 0
0.102071 0.925678 -0.569243 0.105825 -1 0
1.49033 0.15349 0.316722 -0.5531 1 0
4.34449 -0.331994 -0.813593 -2.89768 1 0
2.58761 0.192453 -0.627128 2.84285 -1 0
1.08119 -0.014762 0.75489 2.27726 1 0
2.57973 0.783928 -0.967423 1.3013 -1 0
1.16295 0.878503 -0.801566 -0.705369 1 0
0.59957 -0.811395 0.889009 -2.76935 1 0
0.370311 0.756034 -0.83166 0.353623 1 0
0.747653 0.517635 -0.494621 -0.859928 1 0
1.2746 0.911102 -0.221469 2.8532 1 0
0.199094 0.915314 -0.767332 -1.71428 1 0
0.686738 0.907181 -0.381207 -0.0707867 -1 0
2.60027 0.950749 0.787894 1.05579 1 0
0.234404 -0.836131 -0.818492 0.71381 1 0
1.48935 -0.612004 0.514184 2.59921 1 0
1.07171 0.404816 -0.795803 -2.49332 1 0
0.0777782 -0.381633 -0.0471212 0.0150121 1 0
2.31206 -0.597242 0.658425 3.08823 1 0
3.83128 -0.53003 0.53312 1.69321 1 0
0.706048 -0.463643 -0.0492054 -2.86039 -1 0
0.864276 -0.505172 0.207878 0.967638 -1 0
2.5696 -0.400604 0.227951 2.71738 -1 0
0.61694 0.265851 0.640811 0.192723 1 0
0.128044 0.82913 0.0845055 -2.92022 -1 0
0.168742 0.556419 0.28083 2.62262 1 0
1.95135 0.789092 0.0163316 -1.63646 1 0
0.700875 0.382314 0.606518 -1.92051 -1 0
1.8488 0.0210664 0.82519 -0.318567 1 0
0.895662 0.338773 -0.109023 2.01093 -1 0
1.93402 0.231337 -0.610348 -2.12058 -1 0
1.00115 -0.833103 0.990768 -1.79591 -1 0
5.76316 -0.0279119 -0.810984 2.38635 1 0
0.281165 -0.60997 0.326034 2.06714 1 0
1.26279 0.415019 -0.84998 -2.43569 1 0
3.76725 0.794247 0.642159 2.06884 -1 0
0.276714 -0.995572 -0.356803 -2.37972 -1 0
0.315071 -0.74674 -0.560564 1.12103 1 0
2.56295 0.24375 0.159431 2.78289 1 0
0.971806 -0.802767 0.964302 -2.96903 1 0
5.35575 0.3125 -0.856066 -1.51278 -1 0
0.802004 0.958143 -0.9874 -2.56017 1 0
1.12818 -0.510653 -0.774699 1.13029 -1 0
1.00776 -0.0547707 0.697725 -1.42525 -1 0
0.762939 0.376351 0.861066 1.96522 -1 0
0.853928 0.447693 0.118508 1.38753 -1 0
5.87732 -0.583121 0.829937 0.842593 -1 0
5.82751 0.319897 0.726918 -1.19563 -1 0
0.950119 0.515603 -0.68307 2.04532 -1 0
0.879727 -0.388073 0.616163 -0.961691 1 0
0.540426 0.260649 -0.140457 0.872868 -1 0
3.18402 -0.596989 0.732966 2.20281 1 0
0.229001 0.991368 0.940807 -2.98926 1 0
0.769435 -0.116199 0.812654 -1.24028 1 0
1.8723 -0.669368 0.670882 0.0353357 1 0
1.53696 -0.565624 0.368952 2.4951 -1 0
0.274528 -0.535356 -0.489939 0.60996 1 0
0.0297822 0.704815 -0.879548 1.10038 -1 0
0.895024 -0.449528 0.222365 2.27485 1 0
1.49886 0.890906 -0.112636 -2.6795 -1 0
0.389794 -0.32215 0.725338 -1.70234 -1 0
2.94372 0.647038 -0.487636 0.935868 1 0
1.40286 0.503774 -0.825252 -1.05749 -1 0
1.49449 -0.0360316 0.757204 -1.04232 1 0
0.967438 0.704745 0.927297 -0.661816 1 0
2.17783 0.355793 -0.698018 -1.83902 -1 0
0.684695 0.413408 -0.238277 1.1897 1 0
0.144472 -0.793125 -0.55436 -2.62783 1 0
0.0684553 -0.486193 -0.557055 -0.198087 -1 0
0.621285 0.370006 -0.499234 -1.73084 1 0
6.95015 -0.55944 0.765899 0.673926 -1 0
2.21303 -0.582778 -0.784092 -1.414 1 0
9.77113 0.591855 0.968096 1.41982 -1 0
2.07831 -0.100942 0.21499 -2.19311 -1 0
1.56908 -0.602717 0.532864 -2.44272 -1 0
3.90374 0.935852 0.547633 0.232236 -1 0
0.033605 0.919216 -0.919226 2.45991 1 0
0.0353371 0.489908 0.936668 2.27385 1 0
1.05076 -0.67013 -0.581195 2.84792 -1 0
1.54307 -0.140118 -0.95897 -1.44295 -1 0
1.71865 -0.302496 0.542342 2.04517 1 0
0.235722 0.834534 0.506684 -0.334932 1 0
1.58869 -0.160724 -0.62876 0.543191 -1 0
2.57868 -0.815517 -0.87813 0.37872 -1 0
0.787887 0.0534986 0.267812 -0.827907 1 0
2.18656 0.92988 -0.991996 -1.57372 1 0
4.34563 -0.0913474 -0.163903 0.601163 -1 0
0.158134 -0.55269 0.483717 -1.69438 -1 0
0.0386425 -0.245538 0.21601 -1.10804 1 0
0.315142 0.835776 0.846067 1.64045 1 0
0.377164 0.172471 -0.0208863 0.734059 1 0
1.75914 0.548126 -0.543245 0.265641 1 0
0.0184282 -0.417162 0.191294 -2.86212 -1 0
0.315441 0.181607 -0.689065 -1.25354 -1 0
1.00336 -0.389208 0.562525 -1.3246 -1 0
0.474543 -0.604939 -0.0641678 -0.9088 -1 0
0.07409 0.449325 0.195933 -1.07907 1 0
0.645718 0.680808 -0.906475 1.92295 1 0
2.12931 -0.846293 -0.784512 -2.50882 1 0
1.06106 -0.775434 -0.511898 -2.36894 -1 0
1.49825 -0.611242 -0.939682 -0.116409 1 0
0.58719 -0.0875758 0.70176 -1.43203 -1 0
0.0104163 0.332849 0.977836 -1.44892 -1 0
1.62078 0.750894 0.961006 0.626638 1 0
1.44202 -0.144037 -0.529396 -1.03678 1 0
1.98954 -0.128725 -0.405424 -2.49059 -1 0
0.354985 0.812658 -0.908689 -0.756462 -1 0
1.25079 0.406778 0.989492 -2.24197 1 0
0.670344 0.57697 -0.431052 1.78326 1 0
3.96388 0.822946 0.990535 2.2351 1 0
0.0892328 -0.356867 0.940204 -2.41496 -1 0
0.733006 0.704964 -0.981178 1.97705 1 0
0.128318 0.513213 -0.0970577 3.03947 -1 0
2.29744 0.939479 -0.355716 -0.546341 -1 0
1.62793 0.991886 0.308514 2.24842 -1 0
0.344786 -0.0964137 0.00769519 -2.20057 -1 0
6.50524 -0.535379 0.365831 0.809566 -1 0
1.45066 -0.122097 0.479606 -1.07579 -1 0
0.125239 0.1643 -0.310576 2.68813 -1 0
2.30106 0.357003 -0.49887 -2.75586 -1 0
3.60171 -0.690461 -0.2511 -2.39688 -1 0
1.286 -0.964963 0.0863293 -2.69797 1 0
0.735767 -0.253708 -0.708936 1.02792 1 0
1.54397 0.396337 -0.697249 -1.82077 -1 0
0.119862 -0.50937 0.0879213 -3.00954 -1 0
2.74813 -0.70616 -0.0252673 1.20155 -1 0
0.368667 -0.61838 -0.877872 -2.38298 -1 0
0.22445 0.943277 -0.792614 -0.734871 -1 0
0.818384 -0.688905 -0.541729 1.73572 1 0
0.629825 0.932769 0.892444 -0.93864 1 0
2.07092 -0.887957 -0.231254 0.191912 1 0
4.18645 -0.420604 0.789971 0.238923 -1 0
3.25595 0.851788 0.108273 -0.347787 -1 0
0.55075 0.170943 -0.546812 -2.64227 1 0
4.72562 -0.617457 0.971286 -1.52676 1 0
0.222631 0.568783 -0.683535 -0.259331 1 0
1.58329 0.329865 0.687997 1.23175 -1 0
0.313728 -0.777647 0.870943 0.278191 1 0
0.428119 -0.225318 0.332432 -0.76317 1 0
0.129582 0.512892 0.977028 -0.335668 -1 0
3.66225 -0.223495 -0.303078 1.18982 -1 0
0.434492 -0.863736 0.28849 2.81509 -1 0
0.180408 -0.582258 -0.083397 -1.90354 -1 0
0.870779 0.821097 -0.993376 2.84506 1 0
0.914308 -0.979107 0.922407 -0.543088 -1 0
2.72231 0.708183 0.978325 1.20949 1 0
1.1041 0.147484 -0.972086 1.37796 1 0
1.23914 -0.783251 0.0931801 -1.10733 -1 0
1.87068 0.877944 -0.81927 1.70283 1 0
2.59953 0.153316 0.709586 1.92443 1 0
0.148327 0.143542 -0.428233 2.63056 1 0
4.73196 0.378135 0.0512289 -2.14251 -1 0
3.17894 0.0708134 -0.361747 0.808154 1 0
4.05082 -0.119135 0.80561 -0.460366 1 0
1.4828 0.20491 -0.726517 -0.204787 1 0
2.653 0.980417 -0.6907 -0.462503 1 0
0.566157 0.883664 0.973659 2.42867 1 0
0.100387 0.662687 0.956772 1.52574 -1 0
0.347061 0.7126 0.833356 -1.13202 1 0
0.0256897 -0.283008 0.0591413 2.90237 1 0
0.697353 -0.00836375 0.791919 -0.434387 -1 0
1.07323 -0.948964 -0.878973 -3.04818 1 0
1.33003 -0.635382 -0.666494 -0.727719 1 0
0.0959541 0.953449 -0.939295 -2.12879 -1 0
1.2648 -0.324788 0.350408 0.0972273 -1 0
1.75195 -0.204491 0.567536 -1.17845 -1 0
1.03408 -0.40319 0.538647 -0.693623 1 0
0.881491 -0.668766 -0.98813 -1.70357 -1 0
0.101971 -0.420865 -0.880967 -1.80567 -1 0
1.65759 -0.347419 0.630593 -0.973347 1 0
1.50412 -0.542331 -0.809784 -1.96264 -1 0
1.6294 0.474295 0.75064 1.13916 -1 0
2.85882 0.774743 -0.929277 2.5582 -1 0
0.571359 -0.95229 0.659554 -3.02067 1 0
0.824136 0.465856 -0.337186 -1.69717 1 0
1.49558 0.550502 0.108887 -1.08218 -1 0
1.02876 -0.125805 -0.920955 1.25068 1 0
1.63822 -0.866534 -0.180107 -2.91176 1 0
0.730127 0.570318 -0.539335 -2.35346 1 0
1.06697 -0.933539 -0.896249 1.45094 -1 0
1.64315 0.579164 0.194785 -0.878252 -1 0
0.821168 -0.72966 -0.195358 0.0838993 -1 0
8.29064 -0.41719 -0.509557 -2.70745 1 0
3.208 0.780245 -0.713775 -1.38962 1 0
0.0691391 -0.988752 -0.843864 0.678079 1 0
2.32095 0.992503 -0.642473 -2.64456 1 0
6.20898 -0.958228 0.0314969 2.22837 -1 0
0.987983 0.806188 0.458545 1.93431 1 0
2.04187 0.341481 0.968843 1.18641 -1 0
0.456766 0.851719 -0.0523887 -0.993124 1 0
3.92374 0.270583 0.66057 1.99979 -1 0
2.32838 -0.826682 -0.185497 -0.825453 -1 0
0.544787 0.680442 -0.871258 -1.25848 1 0
1.12301 -0.600139 -0.989478 0.27272 -1 0
0.344319 0.34013 -0.459038 0.389061 1 0
0.603616 -0.487274 0.332395 0.234808 -1 0
6.41997 -0.101722 -0.650846 1.39441 -1 0
3.29843 -0.219011 -0.97408 2.71239 -1 0
0.84962 0.0721694 -0.32057 -1.76396 -1 0
1.58306 -0.120369 0.875876 1.4109 -1 0
4.50768 0.144477 0.909168 1.4734 -1 0
4.22979 0.862152 0.281493 2.15058 1 0
0.57627 -0.789826 -0.715097 -1.62235 -1 0
0.0542865 0.995287 0.28686 0.843155 -1 0
0.762696 0.670342 -0.935786 2.14765 -1 0
0.314706 -0.230391 0.587091 -0.26886 1 0
1.21009 0.747919 -0.78727 2.54601 -1 0
5.06669 -0.499492 -0.151355 0.364332 -1 0
3.4015 0.690854 -0.833114 -1.73054 1 0
1.62255 0.875607 0.163435 -0.942259 -1 0
1.26214 0.384517 0.0921745 1.84957 -1 0
3.19596 -0.957739 -0.942905 -3.13505 -1 0
4.15458 -0.93828 -0.543283 -2.98837 1 0
0.559448 0.556842 0.404425 0.590729 -1 0
1.78022 -0.65285 0.251803 -0.667068 1 0
0.741751 0.636515 -0.937569 -0.951594 -1 0
1.51603 0.884477 0.377965 -2.05823 1 0
1.27381 -0.976485 -0.858737 -1.40148 1 0
2.11231 -0.0610443 0.38127 -1.09962 1 0
0.158204 -0.0662881 -0.800052 -1.68479 -1 0
0.899843 -0.993609 -0.713009 -1.55514 1 0
0.718135 0.942102 0.901342 0.895277 -1 0
4.30513 -0.971614 0.601909 -1.19818 1 0
0.662143 0.397819 -0.542367 -2.69268 1 0
0.0322609 0.641681 -0.0174193 2.3908 -1 0
0.261622 0.968798 -0.928968 1.0318 1 0
3.56197 0.953659 0.780907 1.31691 -1 0
1.4713 0.410285 -0.185131 0.915992 -1 0
2.0358 -0.135973 -0.12027 2.82923 -1 0
0.584147 0.826181 -0.793648 -2.82583 -1 0
0.45481 -0.155149 0.480469 -0.768812 1 0
2.30054 0.276555 -0.378474 0.705493 -1 0
0.184281 0.495548 -0.895839 1.45326 -1 0
0.456025 -0.896899 -0.02048 0.297419 1 0
0.905116 -0.369887 -0.918864 -0.632137 1 0
0.722219 0.115137 0.543408 2.42761 -1 0
0.694285 -0.206237 -0.570009 -3.06803 -1 0
0.590314 0.0969561 0.386746 1.87983 1 0
0.213031 -0.535439 -0.336243 1.82067 -1 0
1.23041 -0.0325906 -0.375852 3.04584 -1 0
0.151919 0.435553 -0.73431 2.1118 1 0
2.14053 -0.985246 0.58302 -2.21063 1 0
0.317999 0.875681 0.646333 -0.00865127 1 0
0.0453565 0.921366 -0.775683 -2.65469 1 0
0.510477 0.81819 0.244996 0.194908 -1 0
1.7105 0.883419 0.66707 -2.98036 1 0
0.142122 -0.35527 -0.0804103 0.0416823 -1 0
0.166556 0.242488 0.736302 0.0394964 1 0
0.806907 0.436875 -0.065665 1.02856 -1 0
0.387331 -0.487353 0.170676 -1.7091 -1 0
0.158119 0.442423 -0.653349 1.67647 1 0
2.22814 -0.757285 0.608845 -1.83524 1 0
2.31253 -0.160847 -0.938763 1.01764 -1 0
2.66185 0.111772 0.0312677 1.63018 1 0
1.2062 0.429578 -0.91543 1.17008 -1 0
0.282012 -0.308152 0.871783 1.85566 1 0
1.39195 -0.0051092 -0.892633 -1.51686 -1 0
3.91038 0.450408 0.984407 2.07925 -1 0
2.75864 0.185938 -0.948151 2.49924 1 0
0.926797 -0.309684 -0.923048 1.83139 1 0
0.849597 -0.763013 0.803006 -1.68029 -1 0
0.0226449 0.856985 -0.753233 -0.471758 -1 0
0.95011 0.970906 0.227385 -1.21519 -1 0
5.33846 0.0925632 0.999583 1.93774 1 0
1.20965 -0.550992 -0.958752 0.349357 -1 0
2.27075 -0.210655 0.0551362 3.12898 -1 0
4.00248 0.499378 -0.471152 2.96547 -1 0
0.842395 -0.769608 0.902683 -0.20201 -1 0
1.32722 0.296207 -0.0762797 1.33867 1 0
0.15485 -0.716022 -0.938085 -1.35422 -1 0
1.07663 0.749918 -0.0107673 -2.40888 -1 0
0.590722 -0.7645 -0.877101 2.714 -1 0
2.95943 0.139903 -0.719539 -1.63469 -1 0
1.55536 0.225902 -0.689681 -2.07939 -1 0
3.27839 0.854451 -0.826175 2.65123 1 0
1.92038 0.736705 -0.820087 -2.78121 1 0
2.0323 -0.843758 0.0889876 -0.601854 1 0
