# time cosTheta cosPsi phi tag mistag
1.06007 -0.663534 -0.226316 -0.286713 -1 0
0.453053 -0.353914 0.0163941 0.686119 -1 0
0.0766143 0.419752 0.716874 1.99699 -1 0
0.261008 0.271671 -0.702531 1.37732 1 0
0.493022 0.722788 -0.736904 -0.582698 1 0
2.59074 -0.0411907 0.372465 -0.477825 -1 0
0.00616951 -0.465108 0.00900436 -0.197372 1 0
0.0315041 0.189804 -0.912394 -1.74811 1 0
2.85038 -0.0613216 0.368955 -2.6822 -1 0
5.92927 -0.0346212 -0.130371 -2.71734 -1 0
1.87914 -0.0182247 0.730463 2.59576 1 0
1.37058 -0.93189 0.890542 1.57285 -1 0
0.141601 0.0594831 0.976358 -1.67269 -1 0
1.10064 -0.875042 0.652534 0.960475 -1 0
4.99883 0.943706 0.764805 -2.14981 -1 0
0.901899 0.705033 -0.420848 1.84047 1 0
0.816996 0.59113 0.694048 -0.78827 -1 0
3.70836 -0.280445 0.984746 -2.33124 -1 0
1.62407 0.634058 0.825755 1.02837 1 0
1.67004 -0.304197 0.645328 2.28369 1 0
1.08564 -0.919167 0.435005 -2.81326 1 0
0.174638 0.353976 0.70685 -1.62756 -1 0
0.510775 -0.918868 -0.964783 -2.06787 1 0
1.36728 0.892088 -0.729405 3.0526 1 0
2.61318 -0.316892 -0.763705 -1.93434 -1 0
0.577536 -0.271285 0.860504 -2.52198 1 0
0.466072 -0.0185502 -0.990753 1.00587 1 0
9.17882 0.0758954 -0.885438 2.47579 -1 0
0.0547379 0.857969 0.818047 2.50181 1 0
2.44984 0.313823 -0.457921 2.40884 1 0
0.277361 -0.211398 -0.455943 -2.98577 1 0
4.26705 0.624059 0.243334 1.65115 1 0
4.51703 -0.941275 0.927449 2.08574 1 0
0.0373763 -0.388204 -0.544642 1.47674 1 0
0.125285 -0.929243 0.86286 -1.29329 -1 0
1.74142 0.651125 0.253527 -2.94507 1 0
6.30143 -0.374937 0.704639 -0.729519 1 0
0.286877 -0.234274 0.90054 1.59831 -1 0
1.98217 0.923956 0.947183 -0.865789 1 0
0.127483 -0.654774 0.835529 -0.760421 -1 0
5.73085 0.579696 0.559431 1.55615 -1 0
0.775207 0.722186 0.103891 0.991049 -1 0
2.82204 0.65231 0.872602 -1.1864 -1 0
0.679753 0.186006 -0.132945 -0.549808 1 0
1.95637 -0.889212 -0.859812 1.43621 1 0
2.72303 -0.249015 -0.652922 0.0241628 1 0
0.338624 0.840925 0.876261 2.16513 1 0
0.270986 -0.676869 -0.523924 2.1266 -1 0
0.723317 -0.360716 -0.408281 2.21673 -1 0
1.42174 0.35148 -0.637698 -1.36395 -1 0
2.24715 0.539149 0.957283 1.82472 1 0
2.49759 -0.922826 0.284159 1.62985 1 0
2.64764 0.595083 -0.0615026 -1.27999 -1 0
1.06542 -0.801083 -0.715758 2.72133 1 0
0.691788 -0.693682 -0.771805 1.90934 1 0
4.80492 -0.136662 -0.371361 -2.55037 1 0
0.828855 -0.555719 -0.928437 1.7647 -1 0
5.77517 -0.0555677 -0.691283 1.07966 1 0
3.26128 0.618619 0.416593 -2.80758 1 0
1.29682 -0.184175 0.839265 -2.36395 -1 0
2.5557 -0.475728 0.998299 -1.02156 1 0
0.961329 0.0135632 -0.983981 -0.930398 1 0
0.078697 0.559488 0.283363 2.57542 1 0
0.499407 0.52339 0.531248 0.136703 -1 0
2.32856 -0.69834 0.515998 0.730338 -1 0
1.66361 -0.0554638 0.490017 -0.702964 1 0
0.912366 0.360984 -0.0527214 0.0594183 1 0
0.371386 0.902888 -0.246633 1.51306 -1 0
0.622768 -0.963538 -0.813787 -1.05337 -1 0
1.30044 -0.923644 -0.677949 -1.07469 -1 0
2.11478 -0.662804 0.41571 2.9368 -1 0
1.38326 -0.418482 -0.412829 1.00617 -1 0
0.289445 -0.220792 -0.659613 1.27527 1 0
0.166659 0.18389 0.251222 2.76607 1 0
0.215671 -0.853658 0.4913 1.69658 1 0
0.66113 -0.197902 0.924057 2.15377 1 0
6.68846 0.148532 -0.704862 0.612473 -1 0
0.0688394 -0.374783 -0.805399 -1.84947 -1 0
0.213627 -0.116745 -0.967356 -1.20311 1 0
0.487419 -0.164645 0.758168 2.77731 1 0
1.05671 0.176593 -0.417276 -1.21038 -1 0
0.118882 -0.748073 0.666302 -2.57575 -1 0
0.817814 0.0580299 -0.0878114 -0.0245636 -1 0
2.36598 0.695926 -0.565174 -1.75347 1 0
2.83165 0.7914 -0.948665 -0.563527 1 0
0.383195 -0.544813 -0.962796 -1.07902 1 0
1.02268 -0.604399 -0.0732991 0.117887 -1 0
0.84554 -0.857254 0.727144 -0.323867 1 0
0.430815 -0.586461 -0.950165 1.83471 1 0
0.754159 0.913271 0.880323 -1.60565 -1 0
1.98224 0.313486 -0.130763 -3.0805 1 0
0.0746866 0.927146 0.887498 -0.139674 -1 0
2.46883 0.337061 0.928749 -0.740981 1 0
1.00545 -0.181172 0.175272 0.283651 -1 0
3.31541 -0.234805 0.758263 2.16387 -1 0
1.64656 -0.114319 0.888616 -1.97074 1 0
1.34688 0.435369 0.0792263 2.60145 -1 0
0.587088 -0.982312 -0.822284 1.24041 1 0
0.00247615 -0.0190332 0.769113 -3.07901 1 0
0.462276 -0.260678 -0.818707 1.13084 1 0
1.95136 0.175025 -0.475306 -1.56375 -1 0
1.79403 0.0865974 -0.278106 1.41733 -1 0
2.32309 -0.732979 0.756477 2.3175 -1 0
2.20988 -0.0565456 0.321157 1.43479 1 0
0.817512 0.594207 -0.561567 -1.3292 1 0
0.211916 0.106442 -0.710197 1.03451 1 0
2.96871 -0.611488 0.427397 -2.49635 -1 0
0.880063 0.656712 -0.803385 -0.631763 -1 0
2.39186 -0.410378 -0.914114 -0.491375 1 0
1.23739 -0.636957 0.923946 -1.75329 -1 0
1.02934 -0.428013 -0.809117 -1.19935 1 0
3.6387 0.813896 -0.259967 2.2258 -1 0
0.331456 0.973181 -0.585186 2.32941 -1 0
1.15441 0.902508 -0.196766 1.13238 1 0
1.14808 0.466769 0.873225 -2.29152 -1 0
0.153376 -0.932745 0.192441 1.0839 1 0
0.335603 -0.849774 0.51966 3.0426 1 0
0.489276 -0.295444 0.273458 -0.800036 1 0
2.90547 0.684539 -0.896093 1.22439 -1 0
0.227495 0.153874 -0.682706 -1.61396 1 0
0.125201 -0.686122 0.336406 -0.266622 -1 0
1.22059 -0.00635476 0.835138 -1.95434 1 0
1.67803 -0.517995 -0.728782 -2.62507 -1 0
0.513349 0.154159 0.0882127 -3.04893 -1 0
1.62683 -0.478837 0.179264 2.25373 -1 0
1.56465 0.482894 -0.835607 -3.02674 1 0
0.854955 -0.527053 -0.877602 -2.2662 1 0
0.140489 0.0993003 0.887203 1.31935 -1 0
4.97126 0.360986 0.882868 -1.31856 -1 0
0.314906 -0.669853 0.666597 2.4318 -1 0
0.301314 0.789243 -0.473576 3.09567 -1 0
1.30015 0.848755 -0.940325 1.88974 -1 0
1.59048 -0.541328 0.664688 1.22458 1 0
0.0451688 -0.37646 -0.772837 -1.81153 1 0
1.4817 -0.138657 0.761978 1.65923 1 0
0.546872 -0.295905 -0.499821 -0.149559 1 0
3.09862 0.824256 0.338983 -1.38019 -1 0
1.35209 -0.804955 -0.962309 0.378724 1 0
0.455904 0.462507 0.513658 -3.03547 -1 0
0.99086 -0.616904 -0.58099 -1.60087 1 0
0.225968 0.503465 -0.172621 0.297793 -1 0
1.50473 0.44425 0.829778 -0.2785 1 0
1.2137 -0.168014 -0.220189 1.14383 1 0
0.732722 0.432971 0.876968 -2.84262 1 0
1.55699 -0.161297 0.128975 2.54129 -1 0
1.46484 -0.669141 0.746863 2.84113 -1 0
1.02209 -0.9402 0.0553741 2.4466 1 0
0.941441 -0.0957713 0.317956 -1.30804 1 0
0.707334 -0.0578966 0.566322 2.67134 1 0
2.14861 0.834081 -0.931728 -2.94034 -1 0
0.904308 -0.684388 0.920585 1.77465 -1 0
1.78907 0.626694 0.619201 -0.353724 -1 0
3.96974 0.794553 0.782867 2.04234 1 0
3.45668 -0.0308691 0.750349 -0.715877 1 0
1.18397 -0.456657 0.349808 -0.909972 -1 0
1.24232 -0.234726 -0.733719 0.294946 1 0
1.00778 -0.342207 -0.694492 1.37694 -1 0
0.734155 -0.415398 0.840787 -0.828138 -1 0
0.755124 0.725454 0.437877 1.1956 -1 0
4.88855 0.566711 0.50871 2.26483 1 0
0.168467 0.0334449 0.0926711 3.09543 -1 0
0.526754 -0.500852 -0.827943 1.79271 -1 0
1.1297 0.338327 -0.700504 1.67695 1 0
8.40467 0.965973 0.746243 2.4375 1 0
0.106219 0.466801 -0.437531 -1.97403 1 0
0.518951 -0.758661 0.313897 -0.385623 -1 0
0.00674195 0.645701 -0.824393 1.04422 -1 0
0.363687 -0.192897 0.903657 -1.34504 -1 0
1.8083 0.873707 0.849318 -0.59657 -1 0
1.56888 -0.875617 0.926989 -2.25618 -1 0
0.138701 0.658664 -0.149227 1.44135 1 0
0.0271938 -0.199943 -0.406133 2.70795 -1 0
0.0531431 0.87829 -0.434126 -1.31581 -1 0
5.32437 -0.423638 0.507291 -0.541931 1 0
0.197787 0.838193 -0.874872 -1.04866 1 0
0.107672 0.550395 -0.784833 -1.12666 1 0
0.0966113 0.626181 -0.475799 1.26984 1 0
5.72207 0.727733 0.716654 1.54814 1 0
0.0410925 -0.644581 0.535958 -0.172731 1 0
0.647995 0.0688157 -0.324167 1.31541 1 0
1.4467 0.402568 -0.230972 -2.98601 -1 0
0.336706 0.44493 -0.806923 -2.90121 -1 0
2.22406 -0.347375 -0.128658 -1.5686 -1 0
1.14579 0.973526 0.738932 0.668651 -1 0
0.811619 -0.0431521 -0.0108907 1.779 1 0
0.155204 -0.156005 -0.286342 -0.297605 -1 0
0.896903 -0.604542 0.732083 0.769413 -1 0
0.602378 -0.821102 -0.327101 1.33754 1 0
0.455243 -0.185571 -0.264138 1.81738 -1 0
2.33445 0.235711 -0.687776 1.65099 1 0
0.184966 -0.0416803 -0.382516 -1.10511 1 0
0.342742 -0.31415 -0.665398 1.84297 1 0
1.46754 0.105543 0.755339 0.37284 -1 0
1.51688 -0.842942 -0.768572 1.72578 1 0
0.204973 -0.889692 0.570709 1.49758 -1 0
2.08928 0.873279 -0.898593 -2.25023 1 0
0.198663 -0.239315 0.962263 1.59589 1 0
0.563396 -0.79173 -0.751431 1.95085 -1 0
0.786792 -0.96887 -0.121948 2.84351 -1 0
1.99514 0.144574 0.489002 -2.85742 1 0
0.246102 -0.755515 0.737171 -0.246541 1 0
2.88577 -0.965977 -0.855104 0.895018 -1 0
2.15147 -0.109149 0.981125 2.43958 -1 0
3.26855 -0.918127 -0.898409 -2.34067 -1 0
3.7568 0.579557 -0.950825 -0.511782 -1 0
0.843514 0.983731 -0.630614 1.55679 -1 0
2.18873 0.371867 0.888621 -1.88628 -1 0
1.42119 0.0106066 0.956586 2.47298 1 0
3.54936 -0.174862 0.962823 -1.63764 -1 0
0.54719 0.772786 -0.895087 0.929634 1 0
0.841958 -0.890203 -0.872256 -1.15208 -1 0
3.20682 -0.198305 0.730983 -0.691922 1 0
3.12626 0.620048 0.619257 -1.80579 -1 0
1.21511 -0.0556331 0.230893 1.86582 -1 0
0.644224 0.196369 -0.899064 0.77702 1 0
6.14057 0.30134 -0.974224 -1.82471 1 0
0.438745 -0.51083 0.158646 2.92093 1 0
0.573595 0.589689 -0.0611631 -1.30198 -1 0
1.13052 -0.854764 -0.899094 -3.08383 1 0
4.81163 0.823789 0.196816 1.18833 1 0
0.142248 -0.637054 0.690207 2.29293 1 0
1.18914 -0.391841 -0.597375 0.749678 -1 0
1.09156 -0.639791 0.483095 -3.10009 -1 0
0.792718 0.881835 0.890764 0.531846 1 0
4.46815 0.639772 0.40388 -1.0159 -1 0
1.60902 0.255474 -0.0915018 -2.82191 -1 0
1.25982 0.478155 -0.421895 0.883971 1 0
3.68108 0.402821 -0.712996 -1.04912 -1 0
0.116206 0.583377 -0.0679926 -0.254216 1 0
0.273262 0.576641 0.751771 -1.65027 -1 0
0.595746 -0.571477 -0.972492 -2.3768 -1 0
2.37407 -0.815145 -0.839146 -0.790036 1 0
0.199161 -0.169235 -0.693917 -1.58365 -1 0
1.9456 0.67342 -0.088965 0.00292515 -1 0
0.721175 -0.750935 -0.205901 3.10164 1 0
0.843169 -0.635825 -0.767966 -0.125799 1 0
5.05827 0.40419 0.595023 -3.09094 1 0
0.0283962 0.723654 0.891109 -1.4533 1 0
0.028142 0.77951 0.814875 -1.13038 1 0
0.670538 -0.528613 0.661329 -1.12262 -1 0
0.626432 -0.307473 0.207995 -2.09561 1 0
3.83154 0.520732 -0.720593 -1.90567 1 0
3.2291 0.185048 -0.549492 1.69738 -1 0
1.45785 -0.752158 0.867488 0.654542 1 0
0.491262 -0.239873 -0.886522 0.956684 1 0
1.03231 -0.273203 0.610951 0.74246 1 0
1.85709 -0.741406 -0.949348 1.73648 -1 0
0.175361 -0.391835 -0.869463 -0.864786 1 0
0.0451104 0.620499 0.453746 1.94779 1 0
0.0634105 -0.275477 0.693207 1.65615 1 0
0.530674 -0.949687 0.900121 -1.32409 1 0
0.00445673 0.391543 -0.538161 1.72247 -1 0
3.14548 0.602405 0.270942 -2.86446 -1 0
1.37151 -0.242484 -0.777705 1.22311 1 0
1.00579 -0.770472 0.687788 -0.603587 1 0
2.80739 -0.175048 0.264013 -1.98063 1 0
2.60227 -0.211218 0.798472 -0.333307 -1 0
0.844354 0.0261036 -0.928976 1.63216 1 0
3.80267 -0.898247 -0.100449 -0.57012 -1 0
1.1862 0.943328 -0.825963 0.352296 1 0
0.898057 -0.964587 -0.721137 1.0996 1 0
2.42809 -0.172259 0.855618 2.03883 1 0
0.0912305 -0.418996 -0.313166 -0.421892 -1 0
0.700404 -0.757357 -0.894119 3.03363 -1 0
0.142631 0.932166 -0.664198 1.80599 1 0
0.249356 0.805392 0.751659 -1.64699 1 0
5.25133 0.93507 -0.243653 -0.0571025 -1 0
3.7415 -0.115899 0.567219 -1.13528 1 0
0.218524 0.480994 -0.149911 1.2172 -1 0
0.878527 -0.971899 0.346402 -1.85107 1 0
0.321389 0.303228 0.281501 0.0860663 -1 0
0.888528 0.0615942 0.3015 0.152428 -1 0
1.65393 0.739261 0.318827 1.50776 -1 0
0.962222 0.670606 0.942208 2.03869 -1 0
2.63994 0.582055 0.43877 -1.70016 1 0
1.78231 -0.329597 0.895458 -1.15732 -1 0
3.21047 -0.0110725 0.286664 2.35383 1 0
0.107777 0.454693 -0.965593 -2.51531 -1 0
1.42859 -0.933475 -0.0745047 -0.401496 1 0
1.54551 -0.497234 0.0829006 2.70405 1 0
0.0806468 -0.438079 0.483334 2.31738 -1 0
0.874472 -0.668612 0.982735 1.28112 1 0
0.207172 0.290207 -0.906746 -1.61613 -1 0
0.481763 -0.416568 -0.153385 0.11671 1 0
0.807898 -0.121349 0.00176768 2.91941 1 0
1.7375 -0.548669 0.742229 -1.50326 -1 0
1.23091 0.645696 -0.45003 0.427716 -1 0
4.12507 -0.231892 -0.247608 -0.413551 -1 0
0.352453 -0.528133 0.0977085 2.20133 1 0
0.721583 -0.787475 -0.507496 2.88381 -1 0
0.438871 0.90355 0.992038 -0.692285 -1 0
0.0154404 -0.0256146 -0.431307 1.3969 -1 0
0.871294 0.160741 0.360804 -0.785532 -1 0
1.51283 0.292441 -0.703938 1.53883 1 0
1.56476 0.78511 0.722834 0.714456 -1 0
0.355308 -0.529311 0.0902758 -0.882253 -1 0
0.959066 0.377603 0.0468181 -2.89471 1 0
1.06867 0.146451 -0.885479 1.78809 1 0
3.23771 0.688088 0.186948 3.08624 1 0
0.980991 -0.486633 -0.57723 0.311184 -1 0
0.384105 -0.283494 0.162886 0.295183 1 0
0.0534498 -0.152636 -0.808635 1.15349 1 0
2.10139 -0.136419 0.847879 -1.71515 -1 0
0.17544 -0.84816 0.871938 -0.622641 1 0
0.592113 0.446558 -0.871631 1.48833 1 0
0.849703 -0.920676 -0.928442 0.888549 -1 0
1.40153 -0.451904 -0.872365 -2.08739 1 0
0.746703 -0.212141 0.616288 0.952036 -1 0
1.4473 -0.990724 0.885387 1.2315 -1 0
2.48477 -0.0326287 -0.706358 -2.98263 -1 0
0.415475 0.823094 -0.79602 -2.41959 1 0
0.102023 -0.769519 0.504718 1.68326 1 0
0.335625 -0.114727 -0.815143 1.42711 -1 0
0.773637 0.560468 0.822354 -1.56129 -1 0
3.78548 0.614796 -0.311042 0.684759 -1 0
3.5284 -0.121211 -0.755956 -1.2867 -1 0
2.5769 -0.843909 -0.908097 -1.9564 1 0
0.211672 -0.42087 0.40053 2.74103 1 0
0.395773 -0.971838 0.78055 -2.32081 1 0
0.764144 -0.767302 0.656199 -1.83778 -1 0
1.16518 -0.736167 0.0903885 -2.09304 -1 0
1.00821 -0.0264877 -0.84731 0.338123 1 0
0.445296 -0.0698707 -0.247139 3.00517 -1 0
4.35788 -0.896467 -0.652633 -1.40359 1 0
0.786874 0.511876 -0.943373 -1.74423 -1 0
3.63808 0.656264 0.905271 3.12518 -1 0
2.28821 -0.76947 -0.0518509 -1.15052 -1 0
0.917765 0.583459 -0.603058 2.00927 -1 0
2.65181 -0.341956 -0.242794 0.29966 1 0
3.62975 0.883774 0.426133 0.814255 -1 0
3.46285 -0.390017 -0.913391 -1.67846 -1 0
0.750839 0.36788 -0.381429 0.138849 -1 0
3.60757 0.248139 -0.457764 -2.57039 1 0
1.70918 0.276462 0.924816 -1.55085 1 0
0.28286 0.798532 -0.85708 -1.14599 -1 0
0.0594012 -0.733053 0.108759 -1.5227 -1 0
0.236646 -0.6062 -0.7475 0.249887 -1 0
2.97185 0.919345 -0.553109 -1.12499 -1 0
1.81541 0.117581 0.758385 -0.700342 1 0
3.72904 0.571417 -0.757697 -0.310753 -1 0
1.18926 -0.0997422 -0.873752 1.6867 1 0
3.13691 0.658028 0.918199 -1.32684 1 0
2.30436 0.680653 -0.330811 -1.9263 1 0
2.84885 0.00890205 0.701586 1.72212 -1 0
0.839273 0.28114 0.954741 -1.96019 1 0
0.0412862 -0.575047 -0.0856105 2.84985 -1 0
0.325021 -0.326962 0.871544 -0.622545 1 0
0.264729 0.554234 -0.986857 -1.69017 1 0
3.44631 0.438798 0.713391 -0.542354 -1 0
2.99042 -0.111171 -0.493282 0.144979 1 0
3.04404 0.630748 -0.642181 0.192699 -1 0
0.159605 -0.619359 0.644186 -1.81115 -1 0
0.125342 0.63304 0.800984 1.34266 1 0
0.164819 0.356548 0.711091 0.214996 1 0
3.36564 -0.591366 -0.861998 -1.80706 -1 0
1.18408 0.282024 -0.813224 0.889525 -1 0
0.0556008 0.56036 -0.909933 1.08174 -1 0
0.775433 -0.481035 -0.114151 0.353866 1 0
0.682174 0.418814 0.826832 0.230204 -1 0
2.09077 -0.464747 -0.743746 -0.779923 1 0
1.08851 0.264512 0.294294 -0.37034 -1 0
1.03435 -0.161156 -0.943056 -1.82527 -1 0
0.366597 0.420217 0.207971 -0.362859 -1 0
1.50141 -0.239195 -0.495055 -1.73196 1 0
2.71287 -0.123296 0.451993 -0.359615 -1 0
0.0728211 0.474371 -0.634538 -1.52557 1 0
0.136008 -0.47004 0.67716 -1.042 -1 0
0.132895 0.025522 0.016413 2.02846 -1 0
0.118046 0.0810881 -0.446984 0.4531 -1 0
1.17752 0.622345 0.873796 -0.791571 -1 0
1.32818 0.483882 0.574029 -0.685086 1 0
0.600604 0.173251 -0.95282 2.11509 1 0
4.54264 -0.895972 0.960935 -0.275401 1 0
0.710425 0.845435 0.455998 1.34286 1 0
1.18323 -0.815901 0.50788 1.31571 1 0
1.16684 -0.635314 0.090692 1.99416 1 0
0.0449219 -0.660848 -0.910566 1.74159 -1 0
3.54489 -0.920723 -0.624655 2.21103 1 0
1.48372 -0.722309 0.579901 1.43146 -1 0
1.27652 0.849397 0.618122 -1.52021 1 0
0.135335 0.406199 0.0886078 2.38687 -1 0
3.03155 0.0920372 0.327961 -1.55331 1 0
1.04223 0.499744 -0.401771 -2.43011 1 0
4.85297 -0.172295 0.238686 2.94323 -1 0
0.559023 0.192897 0.0228953 -3.04897 1 0
0.310919 0.0158486 -0.69729 1.44567 1 0
0.277508 -0.376284 -0.830572 -1.92123 -1 0
2.01162 -0.237009 -0.773728 -1.41394 -1 0
1.99018 -0.0512016 0.673598 1.18966 1 0
0.295651 -0.905477 0.303693 -0.377185 1 0
5.09134 0.187164 -0.718353 -0.47487 1 0
5.8257 0.0715858 -0.553773 0.966367 -1 0
0.160504 -0.188437 -0.990253 1.72498 1 0
0.22258 0.276718 -0.95767 0.737948 -1 0
1.49527 -0.281524 0.46597 1.60484 1 0
1.34778 -0.767345 -0.00483872 1.13739 -1 0
0.651238 0.287447 -0.221675 -1.71205 -1 0
0.402117 -0.0450398 -0.491383 -2.57191 1 0
1.83898 -0.0180038 0.805149 1.34731 1 0
1.62211 -0.482254 0.954661 1.13922 -1 0
5.29796 -0.33606 0.297106 1.71672 1 0
0.0408129 0.545544 -0.237014 2.85967 -1 0
0.874163 -0.144973 -0.710521 0.399633 -1 0
0.147673 -0.0265751 -0.929431 -1.78209 -1 0
0.522002 0.166703 -0.814952 -2.4697 -1 0
5.60265 -0.379129 -0.163046 -2.5957 -1 0
0.591523 0.44812 -0.9335 -1.1284 -1 0
1.43167 -0.757255 0.166662 -2.52225 1 0
0.441884 0.292761 -0.486299 -2.3939 -1 0
0.612562 0.756393 0.961095 3.13703 1 0
2.93753 0.326682 0.974689 2.20475 1 0
1.08544 -0.77784 -0.430889 -2.51068 1 0
2.8306 0.0409647 0.80284 -1.56398 1 0
0.539887 0.445485 -0.844244 -0.813088 -1 0
0.553012 0.336956 -0.309938 1.27675 -1 0
0.607779 -0.997496 -0.283704 -0.0646769 -1 0
2.22823 -0.820773 0.517225 1.4923 1 0
0.788193 -0.445054 -0.0174749 1.60269 1 0
5.06562 -0.322841 -0.125405 0.0118919 1 0
6.44046 0.232376 0.850589 -0.518244 -1 0
0.773603 -0.337329 0.976926 1.33196 -1 0
1.52802 -0.167882 -0.347038 1.85993 1 0
1.79339 0.294539 0.231083 0.791105 -1 0
0.972524 0.897685 0.292639 -2.13506 -1 0
0.455748 -0.00721396 0.955803 -1.18823 -1 0
0.637313 -0.577738 -0.12533 0.890433 -1 0
9.21592 -0.969395 0.643405 2.11023 -1 0
0.171527 0.415041 -0.929279 -1.5193 -1 0
3.8432 0.988174 0.595244 2.12795 -1 0
1.69446 -0.68504 0.900092 -1.64631 1 0
1.08731 0.479001 0.79219 2.52935 1 0
0.786437 0.427065 0.0666252 2.85822 1 0
3.06807 -0.853952 -0.604921 -0.770972 1 0
0.244137 0.5678 0.581642 -1.17319 -1 0
1.01641 0.615023 -0.737305 0.576391 1 0
1.06879 0.983787 -0.571508 0.240055 1 0
1.17017 0.0419327 -0.777638 -1.92718 1 0
0.31694 0.399604 0.500975 -0.546786 1 0
4.31774 0.0125159 0.307359 1.8659 1 0
0.28227 0.307208 -0.231655 -2.76593 -1 0
0.636461 -0.777527 -0.362802 1.26478 -1 0
1.95795 -0.445169 -0.826829 -1.07121 1 0
0.605269 -0.30152 0.739836 0.825664 1 0
0.647899 0.878987 0.928677 1.71609 -1 0
1.18195 0.30519 -0.217782 -2.9469 1 0
0.910959 0.973802 0.220671 -2.02973 1 0
0.343362 0.223889 -0.862285 2.33002 -1 0
0.406497 -0.456446 -0.907608 -2.14997 1 0
0.42288 0.8921 -0.14523 0.969232 1 0
1.1026 0.688283 -0.663043 1.47836 -1 0
0.126859 0.515014 0.0341226 -0.293613 -1 0
1.85011 0.942731 0.605894 -2.90109 -1 0
0.332849 -0.752482 -0.0446038 -1.35547 1 0
1.64429 0.654035 -0.34336 2.49441 -1 0
1.75352 0.511739 0.8317 -2.23936 1 0
0.380228 -0.567278 0.263988 -0.388356 1 0
0.0811606 0.258557 0.916347 1.91411 -1 0
0.907386 0.824946 0.746865 -2.6172 1 0
3.4887 -0.259009 0.591013 -0.658574 -1 0
1.95352 0.0174558 -0.823893 -0.923764 1 0
1.69847 -0.321218 -0.573214 2.9304 -1 0
0.977016 -0.341114 -0.640318 2.71538 -1 0
0.0962181 0.299395 0.55429 1.83202 1 0
0.19335 0.39289 0.794461 1.23659 -1 0
0.611856 0.870714 0.101414 -0.178001 1 0
2.59895 -0.99106 -0.418082 -0.0427756 -1 0
2.45876 -0.509351 0.64517 -0.635317 -1 0
1.15567 -0.270411 -0.628615 -1.44297 1 0
2.72782 0.322632 0.0398642 -0.674809 -1 0
0.872427 -0.694368 0.9745 2.89803 -1 0
0.17536 -0.288871 -0.605744 -0.746576 -1 0
1.61515 0.14017 0.602041 1.66474 -1 0
0.850401 -0.456846 0.980849 2.08614 1 0
1.09059 -0.699119 0.540403 -1.51402 1 0
5.38941 -0.735805 0.0805846 0.151852 -1 0
0.68917 -0.396881 0.201041 2.10011 1 0
0.0634025 0.710127 0.143961 -2.02269 1 0
0.528844 -0.478498 0.998155 2.01287 1 0
0.350939 -0.104033 0.823186 2.52407 1 0
6.41774 -0.907234 0.32892 -0.149507 -1 0
0.622767 -0.289755 0.940941 -0.705282 -1 0
0.0534328 0.635542 -0.785184 1.97813 1 0
0.318549 0.460567 -0.0103828 0.189067 -1 0
4.19448 -0.80071 0.655032 1.93253 -1 0
0.11416 0.149459 -0.309715 -1.21638 1 0
0.817336 0.791689 -0.760266 1.1437 -1 0
2.8021 0.933882 -0.349619 2.46399 1 0
0.407289 0.131249 -0.723025 1.42884 -1 0
0.0236639 -0.113311 -0.317471 0.517329 -1 0
0.222098 0.632035 -0.212459 1.76284 -1 0
0.44037 0.155219 -0.0895747 1.73437 -1 0
1.01603 -0.802676 0.813162 -1.97853 1 0
1.62488 0.585135 -0.230532 -0.80189 -1 0
0.859467 -0.73444 0.0776009 -0.824786 -1 0
0.113306 0.245989 -0.667843 -1.36705 1 0
0.0879841 -0.816218 -0.860598 -0.874852 1 0
0.0814546 -0.8627 -0.205455 1.16278 -1 0
2.53847 0.906033 -0.822085 0.292944 1 0
0.269677 -0.989258 0.964318 -0.540481 -1 0
0.18543 -0.980823 0.657414 -0.246759 1 0
3.72943 -0.641268 -0.608394 -2.71408 1 0
1.22302 0.762824 0.831451 2.84958 -1 0
1.54091 0.824804 -0.232439 3.01939 -1 0
0.23906 -0.851147 -0.52388 2.71523 -1 0
1.04955 -0.380564 0.564527 1.46802 1 0
0.107956 0.227006 -0.973874 -1.99386 1 0
0.951398 0.0366329 0.970169 -0.788325 -1 0
1.81512 0.21114 -0.433915 0.804814 -1 0
5.98331 0.790548 -0.912468 1.73816 -1 0
1.00374 0.419476 -0.370389 0.751349 -1 0
1.45187 -0.946171 -0.0612787 -2.05438 1 0
1.4096 0.905403 0.740096 2.04956 -1 0
0.882684 0.117701 -0.243579 2.94851 1 0
1.35129 0.990118 0.99194 2.33998 1 0
2.77369 -0.292005 0.468353 -2.57117 1 0
0.664293 -0.163931 0.443981 -0.437928 1 0
1.10757 -0.811704 -0.647927 -1.85301 1 0
0.948857 0.518456 -0.649385 -1.09491 1 0
1.25603 -0.341005 0.992573 1.70715 -1 0
0.88967 -0.806551 -0.642464 -1.15473 -1 0
0.781584 -0.793626 -0.851437 -2.09134 -1 0
2.07711 -0.0193077 0.938512 -0.749828 -1 0
0.0229961 -0.886024 -0.50706 -2.28292 1 0
3.21356 -0.151863 0.621102 -0.462091 1 0
2.40027 0.979605 -0.681911 1.12638 1 0
2.81095 -0.30475 0.600927 2.04404 -1 0
0.58837 -0.151947 0.910446 2.2864 -1 0
2.13248 0.597465 -0.116046 -2.76233 -1 0
3.61392 0.583975 0.317449 1.40873 1 0
1.91517 -0.763796 0.347175 0.246203 1 0
1.95635 -0.164219 0.462611 2.01264 1 0
0.67324 0.850552 -0.53903 -1.01841 -1 0
